,Unnamed: 0,objid,u,g,r,i,z,redshift
131,43837,1237671128589729860,18.52216,17.1371,16.39601,16.00606,15.71648,0.11545569999958717
132,44055,1237667781741904258,19.59647,18.37741,17.71049,17.33555,17.0794,0.13412102742375673
133,38356,1237665329311907885,19.26448,18.02061,17.28389,16.82441,16.55048,0.13703960784613092
134,29659,1237662524697804964,19.56133,18.41815,17.78718,17.41075,17.23976,0.12932712465400756
135,23426,1237662339472490760,19.5322,17.663,16.71161,16.30134,15.98619,0.11500808280454566
136,19974,1237661070334034184,19.50765,18.02954,17.143539999999998,16.67517,16.31481,0.13736721328701024
137,12702,1237657595151384831,19.03122,17.10499,16.12197,15.68072,15.31059,0.1152156778815612
138,38654,1237667211061493820,18.97142,17.779510000000005,17.01793,16.60691,16.32356,0.13507278472944614
139,42175,1237668270833205457,18.83501,17.23405,16.34279,15.9065,15.570570000000002,0.115614928879988
140,29172,1237662263777558633,18.72315,17.70342,17.3396,17.03432,16.98382,0.11563659834534246
141,11959,1237657776079438112,19.70079,17.97784,17.012539999999998,16.5098,16.15331,0.12659595801885704
142,3094,1237650369414627448,19.51583,18.30713,17.69652,17.342589999999998,17.09765,0.12523539843740944
143,38549,1237667252937490486,19.21271,17.29335,16.29445,15.84772,15.51534,0.11660824382372546
144,49693,1237667782807388805,19.4399,17.45056,16.46051,16.022170000000006,15.66136,0.11522923305707773
145,29800,1237662302972936336,18.90974,16.91711,15.82932,15.33115,14.95951,0.11776871974036696
146,47562,1237671127513891005,18.56104,16.76904,15.82036,15.34035,14.96813,0.11287424373809106
147,45958,1237668315383660753,19.22944,18.19009,17.59123,17.19615,17.00091,0.13757934858360352
148,17982,1237660343390175467,19.62619,18.63178,18.22926,17.930229999999995,17.7976,0.1415110170873948
149,16444,1237658299535917220,18.58179,17.40119,16.76884,16.367820000000002,16.12068,0.11795666903158682
150,5691,1237655106766504025,19.384870000000006,18.53792,18.12215,17.79364,17.6794,0.1578512835495816
151,48212,1237671264961298663,19.69725,18.5188,17.8103,17.401889999999998,17.19446,0.14506034330195958
152,27599,1237662266464010503,19.46984,18.49513,17.84371,17.50965,17.29111,0.16286089280359609
153,19494,1237661086958747843,18.83706,17.296039999999998,16.46425,16.02645,15.67659,0.11743238857076216
154,44574,1237668296595603619,19.22286,17.94989,17.191760000000002,16.81401,16.582620000000002,0.1313129504563513
155,25153,1237661417137176665,18.58366,17.53942,17.05174,16.70295,16.51643,0.11648625981841386
156,34660,1237665099002216568,18.77406,17.59852,17.100089999999998,16.7326,16.599439999999998,0.1161527089916982
157,25018,1237662262699557080,18.57739,17.11451,16.382279999999998,15.98121,15.72873,0.11508500774851628
158,34329,1237665441533985019,19.59085,18.45602,17.847189999999994,17.4934,17.2356,0.13889915574688477
159,3192,1237654390568911070,19.03124,17.717670000000005,16.98069,16.57089,16.33224,0.125805243726706
160,7550,1237655348893712475,18.68966,17.703770000000006,17.26623,16.95515,16.76591,0.12073227140755648
161,85,1237648721231413438,18.92145,17.662879999999994,16.95821,16.55782,16.31484,0.12040203453835747
162,48066,1237667537476255892,18.85176,17.760579999999994,17.23771,16.93775,16.7824,0.12051498488657866
163,21542,1237661433777291286,18.86031,17.23433,16.49086,16.17299,15.93751,0.11533548960095798
164,50046,1237668272431956109,19.21078,18.06495,17.50981,17.15253,16.95703,0.12535286473610693
165,34303,1237665441525203062,19.12027,17.77252,17.03934,16.66919,16.34344,0.12820532471286133
166,42327,1237667111724253444,19.07694,17.755110000000005,16.95809,16.54614,16.2721,0.13525616333531199
167,33685,1237664669516497036,19.12062,17.89791,17.11666,16.69599,16.40304,0.13657547610649587
168,872,1237651537649139901,19.81409,18.21079,17.34938,16.90234,16.57875,0.13977385170882328
169,13135,1237657775003402589,19.93061,17.94003,16.9766,16.55135,16.2383,0.12321244813785232
170,1926,1237651252560199838,19.09033,17.2804,16.360889999999998,15.94685,15.61164,0.11407682952643378
171,25493,1237661871874244717,18.99922,17.98111,17.48956,17.16571,16.99873,0.12684043388085925
172,1537,1237648720153673964,19.4887,17.87601,16.972170000000002,16.52478,16.14656,0.12445972285071262
173,15071,1237658204507013152,19.31622,18.1955,17.64501,17.283920000000002,17.139979999999998,0.12463808151490845
174,45444,1237671139873194086,19.26435,18.11318,17.392970000000002,17.01584,16.77928,0.13556531357076182
175,15172,1237658613594652742,19.1538,18.0028,17.52674,17.17064,16.98903,0.12174591138928241
176,10064,1237654879126421581,19.07231,17.7161,17.00008,16.60751,16.391,0.12656978177696337
177,15329,1237658916920492231,18.9095,17.735670000000006,17.06063,16.65916,16.45729,0.12701032993199565
178,43168,1237668332038848723,18.74471,16.66364,15.59631,15.1408,14.75724,0.11609376529304336
179,49833,1237680331631558985,19.28832,17.26724,16.20802,15.74405,15.36609,0.11966929616925923
180,2953,1237654399160352845,18.70998,17.71995,17.14704,16.7725,16.5485,0.12528209550098196
181,20397,1237661418207117447,18.92899,17.772129999999994,17.1505,16.7764,16.55538,0.12545825760490695
182,5861,1237655502964851253,19.55875,17.59525,16.55399,16.07829,15.71709,0.12093381740770608
183,13861,1237659161207308747,19.21628,17.233179999999994,16.14845,15.64255,15.25374,0.12717463281993152
184,20170,1237658423550542000,19.13365,17.25536,16.28267,15.84625,15.50238,0.1145241397638946
185,1218,1237651539781746821,19.2244,17.427039999999998,16.4725,16.074170000000002,15.735829999999998,0.11606590249024079
186,19544,1237661087497847036,18.69701,16.98678,16.08074,15.63381,15.27878,0.1155200186835135
187,37965,1237667781760516257,19.4323,18.37538,17.97038,17.6631,17.515420000000002,0.1298586104722279
188,7157,1237654398618763375,18.58085,17.40541,16.78405,16.426479999999998,16.226029999999998,0.11822060858397491
189,25837,1237662637980254474,19.52683,18.34536,17.508860000000002,17.05745,16.733079999999998,0.1553076798359549
190,24788,1237662300825583755,19.28329,17.7713,16.861929999999994,16.419710000000002,16.13954,0.1259527039237254
191,8190,1237655130374340864,19.21594,17.61619,16.80402,16.37313,16.0224,0.12101146754508672
192,16025,1237658493350969573,18.93688,17.41469,16.55194,16.134179999999994,15.81475,0.11737285356100252
193,43782,1237667551420285052,18.69182,17.82031,17.44378,17.13704,17.04532,0.12275809105925507
194,30056,1237662341618467027,19.64504,17.61358,16.57501,16.13474,15.80461,0.11758751024026129
195,8764,1237656567574496064,19.69335,18.89565,18.48464,18.21719,18.20671,0.1628315499979372
196,21541,1237661433776767158,18.532770000000006,17.51582,17.02223,16.71659,16.60076,0.11690487960633293
197,3693,1237654640211722322,19.16576,17.49939,16.69023,16.28816,15.99165,0.11819421603191453
198,37643,1237664852040810644,18.77401,16.72145,15.65486,15.21006,14.8333,0.11568690193775627
199,20881,1237660584983134352,19.36885,17.96402,17.136020000000002,16.66775,16.36233,0.13312741249447566
200,46035,1237667448873287777,19.48084,18.4118,17.72222,17.31235,17.10797,0.1571749390227843
201,11184,1237655370905550975,19.17398,18.12787,17.623,17.36733,17.27274,0.12087511986498972
202,39636,1237667912197341385,18.30227,16.5662,15.62962,15.21827,14.86029,0.11040197112870495
203,12665,1237657593540182279,19.39382,18.27967,17.81934,17.47916,17.303279999999994,0.12640040549303852
204,42193,1237668270839234713,19.07998,17.06256,16.05069,15.5874,15.24484,0.11442270353185895
205,22942,1237662195612385489,19.25288,18.52981,17.79372,17.44166,17.09335,0.21205832849945538
206,22489,1237659163881570424,19.59274,18.21926,17.46719,17.09244,16.78971,0.1338164760899068
207,30166,1237663783135871087,19.52187,18.1069,17.26993,16.86399,16.58742,0.1272152643696802
208,6317,1237655108912677074,19.14509,17.14819,16.12346,15.65839,15.326,0.11685143043700184
209,10714,1237654398623613047,20.03975,18.19805,17.312279999999998,16.99786,16.802329999999998,0.12944117857160872
210,33319,1237665530633126203,18.07739,16.8577,16.0683,15.60203,15.30564,0.11384812551529426
211,20692,1237661211509522629,19.57221,18.40679,17.53859,17.14723,16.83289,0.15916456763321676
212,44564,1237668296592982194,19.26112,18.11499,17.38973,16.940160000000002,16.6793,0.1374865262514772
213,44051,1237667781741052137,19.64744,18.47639,17.91825,17.54949,17.38372,0.1368416807574269
214,5799,1237654652568404128,19.3212,17.57979,16.62828,16.213639999999998,15.84635,0.11860661558342449
215,121,1237648720174252193,19.35432,17.60771,16.59177,16.11218,15.78767,0.12119764718108247
216,11977,1237657776609493269,19.180770000000006,17.419079999999994,16.42075,15.96734,15.60358,0.11662007951642382
217,16308,1237659131676786848,18.79845,17.56281,16.91545,16.52145,16.2456,0.12422983435515375
218,14498,1237658800426451081,18.98546,18.00529,17.64143,17.30774,17.29534,0.12098713536124797
219,25399,1237661416058716233,19.52578,18.43287,17.755979999999994,17.37173,17.14627,0.14835122917242802
220,14891,1237657628984279116,17.82754,16.6475,16.070510000000002,15.68297,15.49759,0.11039854961211203
221,34804,1237665367963402380,19.36903,18.27506,17.45784,17.03913,16.812929999999998,0.16190058885260164
222,29608,1237664671639142618,19.39727,18.072470000000006,17.20756,16.786170000000002,16.53086,0.12849462540363493
223,17007,1237658298999111905,18.9402,17.95555,17.35705,16.97585,16.7663,0.13233069088338711
224,29113,1237662263239114987,19.34973,18.349870000000006,17.76567,17.471510000000002,17.22833,0.14258894604745512
225,21015,1237661850919698499,19.63466,18.51622,17.68478,17.25261,16.98161,0.17719415818576137
226,35955,1237664131555852500,18.48305,17.41301,16.89861,16.57529,16.49215,0.11466955026944761
227,11838,1237658491213316386,19.23627,18.0346,17.40294,17.05668,16.84366,0.12769166910054067
228,9995,1237657629513613489,19.20895,18.54629,18.29102,18.0264,17.980629999999994,0.13842805521130302
229,30180,1237661959367753913,19.15771,18.05013,17.30309,16.8814,16.65203,0.14771765850291138
230,38625,1237667253463941214,19.59842,18.39161,17.76303,17.38666,17.20054,0.13139334406086328
231,46917,1237667781759860856,19.61901,18.35144,17.7314,17.33483,17.124979999999994,0.12725089145462562
232,16896,1237661069796180015,18.52387,17.008110000000002,16.19555,15.77531,15.40899,0.11601915233994202
233,32572,1237665126927564859,19.72392,19.17085,18.8114,18.55796,18.77686,0.1533793644745625
234,8940,1237654029252559011,18.57466,17.31185,16.60345,16.18338,15.87261,0.11830529759133346
235,36399,1237665180600172709,19.40461,18.13167,17.4876,17.11497,16.87878,0.12969875468454417
236,21895,1237661381702582513,19.58864,17.687170000000005,16.75386,16.36351,16.01763,0.11651092842654268
237,30510,1237661463304143053,19.36498,18.30243,17.73405,17.39217,17.19296,0.1333411702875353
238,47066,1237671142021071086,19.62807,17.80582,16.84883,16.42286,16.13036,0.11667237185022808
239,34846,1237665368506630248,19.07101,17.1358,16.17901,15.77528,15.44978,0.11341315111595227
240,33507,1237664130479751277,19.56278,18.15895,17.38289,16.95707,16.64941,0.13264238154908276
241,2450,1237650797288096106,18.90264,17.31005,16.457420000000006,15.99513,15.66823,0.12002601778110197
242,48572,1237671936580059525,18.8584,16.956970000000002,15.92878,15.48247,15.115279999999998,0.11495820115510087
243,39021,1237667781196776030,19.24237,17.96629,17.28745,16.88964,16.65814,0.1270716204801367
244,32030,1237664093440114879,19.28668,18.79337,18.51303,18.23611,18.42694,0.14559528789613013
245,47135,1237667734494838929,19.09622,18.15133,17.74202,17.42674,17.34543,0.12191996001297499
246,10056,1237657630047076612,18.61792,17.38887,16.69781,16.31943,16.0341,0.11659575906657237
247,10410,1237657191445692569,19.099970000000006,18.11882,17.657629999999994,17.34712,17.21997,0.12200708810153321
248,19555,1237661088030720312,18.81419,17.839270000000006,17.37995,17.04489,16.890729999999998,0.11879152395765112
249,6218,1237653652917321906,19.01715,17.363970000000002,16.40059,15.93975,15.57722,0.11745528711056959
250,45482,1237667736124653670,19.59871,18.55197,17.79131,17.35633,17.18481,0.1650297334563323
251,48610,1237673308822110493,18.94415,18.08846,17.5713,17.1659,16.996029999999998,0.14314403108297596
252,2866,1237651273513762892,19.18509,18.20358,17.733,17.44574,17.2281,0.12611719341182573
253,28432,1237662662679265410,18.55984,16.99279,16.17509,15.73259,15.40303,0.11474491512742732
254,39986,1237667731267126014,19.19469,17.992729999999995,17.33085,16.93753,16.658479999999994,0.13001712306974111
255,22974,1237662196137918573,18.57248,17.33352,16.668020000000002,16.27831,16.06581,0.11600781406846769
256,25705,1237661464382210566,18.99949,17.652179999999994,16.73528,16.26054,15.93434,0.1283352229713299
257,9143,1237655463232209054,19.30134,17.879170000000006,17.123170000000002,16.72754,16.37098,0.12329174620021689
258,45005,1237667782303481969,19.12997,18.41249,18.06325,17.86289,17.88961,0.133198909326267
259,37252,1237665533319708893,18.5174,17.1738,16.37661,15.96965,15.65255,0.11545569999958717
260,20504,1237661066017571151,19.20148,18.29493,17.7808,17.366120000000002,17.20016,0.14461549904625562
261,27770,1237661949720330347,19.29631,17.98205,17.26352,16.82865,16.582720000000002,0.12742251354883163
262,46383,1237667910053265522,19.78799,18.92163,18.57145,18.21605,18.15617,0.13284504604755976
263,8808,1237655742409933072,19.68794,17.65819,16.66337,16.26287,15.90997,0.11331490828854549
264,18225,1237660765908369565,18.57726,16.67351,15.69884,15.24778,14.92506,0.11143118388456016
265,33161,1237665128020377709,18.44452,16.93303,16.17735,15.862420000000002,15.616270000000002,0.11342994509578572
266,39298,1237664337715658859,19.20722,17.91617,17.209529999999994,16.8163,16.56488,0.12783880215899437
267,34643,1237665098465345604,19.03107,17.847179999999994,17.11385,16.63935,16.39836,0.13329884612949564
268,40367,1237665569290584368,19.81231,18.96569,18.66663,18.38425,18.30761,0.16590338971547516
269,13798,1237660670893359210,19.52088,17.85182,17.179029999999994,16.84609,16.62661,0.11675357854950502
270,41090,1237667781205360909,18.90636,17.34655,16.43231,15.98195,15.6618,0.12066604179776533
271,44703,1237670964313850011,18.49832,16.73754,15.93512,15.61441,15.35784,0.1117397295456092
272,38884,1237665565544415614,18.77849,17.777520000000006,17.32096,16.99894,16.83074,0.11876696565223314
273,47285,1237671125378728134,19.5095,18.10948,17.31839,16.89347,16.60855,0.12871495054841017
274,26482,1237661972257570923,18.46708,17.3642,16.78102,16.41159,16.18064,0.11690701541266092
275,42458,1237667736117051510,18.86329,17.74705,17.05871,16.65635,16.43035,0.13096457347965695
276,16728,1237659149385990335,19.40964,17.963079999999994,17.229870000000002,16.936729999999994,16.692510000000002,0.12337926989933871
277,19394,1237661358614446201,19.38728,18.24936,17.69655,17.33642,17.10695,0.13193924752819475
278,41733,1237667549810000086,18.66941,17.225920000000002,16.51785,16.09975,15.77218,0.11567809881603995
279,12945,1237659119871066253,19.02725,17.28171,16.355520000000002,15.95161,15.66004,0.11359924001776914
280,31766,1237664339323977859,19.44027,18.34846,17.64405,17.239420000000006,16.98029,0.14480578973144992
281,21265,1237658491207221324,18.575570000000006,17.43219,16.92748,16.581039999999998,16.3975,0.11453363776460429
282,48691,1237674366455906773,19.19723,18.14082,17.52083,17.08577,16.90486,0.14215361227409234
283,92,1237648721231872163,19.09848,17.046039999999998,16.03856,15.61579,15.28631,0.11257090678595155
284,46775,1237667914877763756,18.70586,17.94189,17.57323,17.240389999999998,17.12568,0.12755448125853155
